fill time utc,[CH4] 
05/08/2021 14:09,2021
05/08/2021 14:47,2014
05/08/2021 15:07,1985
05/08/2021 15:26,2002
05/08/2021 15:45,1982
05/08/2021 16:24,1983
05/08/2021 16:43,2004
05/08/2021 17:03,1968
05/08/2021 17:22,2009
05/08/2021 18:01,2027
05/08/2021 18:20,2023
05/08/2021 18:40,2046
05/08/2021 18:59,2018
05/08/2021 19:38,1984
05/08/2021 19:57,1983
05/08/2021 20:16,1971
05/08/2021 20:36,1997
05/08/2021 21:14,2008
05/08/2021 21:34,2057
05/08/2021 21:53,2024
05/08/2021 22:13,2021
05/08/2021 22:51,2033
05/08/2021 23:11,2043
05/08/2021 23:30,2078
05/08/2021 23:49,2034
06/08/2021 00:28,2062
06/08/2021 00:47,2083
06/08/2021 01:07,2034
06/08/2021 02:05,2067
06/08/2021 02:44,2077
06/08/2021 03:03,2108
06/08/2021 03:22,2125
06/08/2021 03:42,2093
06/08/2021 04:20,2072
06/08/2021 04:40,2076
06/08/2021 04:59,2074
06/08/2021 05:19,2067
06/08/2021 05:57,2089
06/08/2021 06:17,2060
06/08/2021 06:36,2058
06/08/2021 06:55,2054
06/08/2021 07:34,2058
06/08/2021 07:53,2092
06/08/2021 08:13,2111
06/08/2021 08:32,2079
06/08/2021 09:11,2072
06/08/2021 09:30,2032
06/08/2021 09:50,2023
06/08/2021 10:09,2041
06/08/2021 10:48,2022
06/08/2021 11:07,2015
06/08/2021 11:26,2011
06/08/2021 11:46,2012
06/08/2021 12:24,2038
06/08/2021 12:44,2015
06/08/2021 13:03,1997
06/08/2021 13:23,2012
06/08/2021 14:01,2029
06/08/2021 14:21,2011
06/08/2021 14:40,2026
06/08/2021 14:59,2031
06/08/2021 15:38,2005
06/08/2021 15:57,2030
06/08/2021 16:17,2012
06/08/2021 16:36,2024
06/08/2021 17:15,2018
06/08/2021 17:34,2019
06/08/2021 17:54,2028
06/08/2021 18:13,2030
06/08/2021 18:52,2007
06/08/2021 19:11,2044
06/08/2021 19:30,2007
06/08/2021 19:50,2032
06/08/2021 20:28,2013
06/08/2021 20:48,1989
06/08/2021 21:07,2021
06/08/2021 22:05,2263
06/08/2021 22:44,2071
06/08/2021 23:03,2077
06/08/2021 23:23,2056
06/08/2021 23:42,2059
07/08/2021 00:21,2120
07/08/2021 00:40,2106
07/08/2021 01:00,2136
07/08/2021 01:19,2100
07/08/2021 01:58,2063
07/08/2021 02:17,2119
07/08/2021 02:36,2074
07/08/2021 02:56,2102
07/08/2021 03:34,2134
07/08/2021 03:54,2092
07/08/2021 04:13,2121
07/08/2021 04:33,2105
07/08/2021 05:11,2079
07/08/2021 05:31,2091
07/08/2021 05:50,2062
07/08/2021 06:09,2112
07/08/2021 06:48,2118
07/08/2021 07:07,2105
07/08/2021 07:27,2076
07/08/2021 07:46,2098
07/08/2021 08:25,2067
07/08/2021 08:44,2138
07/08/2021 09:04,2113
07/08/2021 09:23,2213
07/08/2021 10:02,2121
07/08/2021 10:21,2017
07/08/2021 10:40,2032
07/08/2021 11:00,2064
07/08/2021 11:39,1983
07/08/2021 11:58,2025
07/08/2021 12:17,1967
07/08/2021 12:37,2018
07/08/2021 13:15,2013
07/08/2021 13:35,2045
07/08/2021 13:54,2005
07/08/2021 14:13,2003
07/08/2021 14:52,2002
07/08/2021 15:11,2008
07/08/2021 15:31,1979
07/08/2021 15:50,1995
07/08/2021 16:29,1973
07/08/2021 16:48,2024
07/08/2021 17:08,1981
07/08/2021 18:06,2004
07/08/2021 18:44,2013
07/08/2021 19:04,2034
07/08/2021 19:23,2065
07/08/2021 19:43,2007
07/08/2021 20:21,2061
07/08/2021 20:41,2192
07/08/2021 21:00,2325
07/08/2021 21:19,2450
07/08/2021 21:58,2552
07/08/2021 22:17,3003
07/08/2021 22:37,2530
07/08/2021 22:56,2313
07/08/2021 23:35,2116
07/08/2021 23:54,2053
08/08/2021 00:14,2035
08/08/2021 00:33,2019
08/08/2021 01:12,2049
08/08/2021 01:31,2106
08/08/2021 01:50,2119
08/08/2021 02:10,2080
08/08/2021 02:48,2073
08/08/2021 03:08,2042
08/08/2021 03:27,2082
08/08/2021 03:47,2055
08/08/2021 04:25,2081
08/08/2021 04:45,2083
08/08/2021 05:04,2077
08/08/2021 05:23,2046
08/08/2021 06:02,2031
08/08/2021 06:21,2004
08/08/2021 06:41,2034
08/08/2021 07:00,2008
08/08/2021 07:39,2061
08/08/2021 07:58,2106
08/08/2021 08:18,2032
08/08/2021 08:37,2052
08/08/2021 09:16,2051
08/08/2021 09:35,2031
08/08/2021 09:54,2050
08/08/2021 10:14,2058
08/08/2021 10:53,2017
08/08/2021 11:12,2025
08/08/2021 11:31,2004
08/08/2021 11:51,2033
08/08/2021 12:29,2015
08/08/2021 12:49,2014
08/08/2021 13:08,2007
08/08/2021 13:27,2007
08/08/2021 14:25,2014
08/08/2021 14:45,2046
08/08/2021 15:24,2003
08/08/2021 15:43,2017
08/08/2021 16:02,2006
08/08/2021 16:22,2011
08/08/2021 17:00,2018
08/08/2021 17:20,2046
08/08/2021 17:39,2011
08/08/2021 17:58,2055
08/08/2021 18:37,2055
08/08/2021 18:57,2031
08/08/2021 19:16,2023
08/08/2021 19:35,2035
08/08/2021 20:14,2031
08/08/2021 20:33,2055
08/08/2021 20:53,2049
08/08/2021 21:12,2046
08/08/2021 21:51,2073
08/08/2021 22:10,2028
08/08/2021 22:30,2050
08/08/2021 22:49,2106
08/08/2021 23:28,2030
08/08/2021 23:47,2081
09/08/2021 00:06,2036
09/08/2021 00:26,2044
09/08/2021 01:04,2077
09/08/2021 01:24,2138
09/08/2021 01:43,2056
09/08/2021 02:03,2041
09/08/2021 02:41,2032
09/08/2021 03:01,2053
09/08/2021 03:20,2044
09/08/2021 03:39,2079
09/08/2021 04:18,2090
09/08/2021 04:37,2071
09/08/2021 04:57,2087
09/08/2021 05:16,2056
09/08/2021 05:55,2037
09/08/2021 06:14,2061
09/08/2021 06:34,2036
09/08/2021 06:53,2056
09/08/2021 07:32,2039
09/08/2021 07:51,2048
09/08/2021 08:10,2077
09/08/2021 08:30,2036
09/08/2021 09:08,2024
09/08/2021 09:28,2027
09/08/2021 09:47,2039
09/08/2021 10:07,2015
09/08/2021 11:05,2034
09/08/2021 11:24,2019
09/08/2021 12:03,2002
09/08/2021 12:22,1997
09/08/2021 12:41,1996
09/08/2021 13:01,2004
09/08/2021 13:40,1997
09/08/2021 13:59,1993
09/08/2021 14:18,1985
09/08/2021 14:38,1999
09/08/2021 15:16,2030
09/08/2021 15:36,1996
09/08/2021 15:55,1993
09/08/2021 16:14,1985
09/08/2021 16:53,1994
09/08/2021 17:13,1996
09/08/2021 17:32,2006
09/08/2021 17:51,2030
09/08/2021 18:30,2023
09/08/2021 18:49,1971
09/08/2021 19:09,1976
09/08/2021 19:28,1989
09/08/2021 20:07,1982
09/08/2021 20:26,2012
09/08/2021 20:45,1975
09/08/2021 21:05,2019
09/08/2021 21:44,2069
09/08/2021 22:03,2010
09/08/2021 22:22,2057
09/08/2021 22:42,2016
09/08/2021 23:20,2653
09/08/2021 23:40,3090
09/08/2021 23:59,3455
10/08/2021 00:18,2774
10/08/2021 00:57,2184
10/08/2021 01:17,2146
10/08/2021 01:36,2137
10/08/2021 01:55,2138
10/08/2021 02:34,2090
10/08/2021 02:53,2080
10/08/2021 03:13,2092
10/08/2021 03:32,2082
10/08/2021 04:11,2115
10/08/2021 04:30,2060
10/08/2021 04:50,2074
10/08/2021 05:09,2061
10/08/2021 05:48,2058
10/08/2021 06:07,2051
10/08/2021 06:26,2096
10/08/2021 06:46,2122
10/08/2021 07:44,2070
10/08/2021 08:03,2057
10/08/2021 08:42,2052
10/08/2021 09:01,2072
10/08/2021 09:21,2033
10/08/2021 09:40,2042
10/08/2021 10:19,2035
10/08/2021 10:38,2037
10/08/2021 10:57,2052
10/08/2021 11:17,2014
10/08/2021 11:55,2044
10/08/2021 12:15,2070
10/08/2021 12:34,2004
10/08/2021 12:54,2052
10/08/2021 13:32,2062
10/08/2021 13:52,2038
10/08/2021 14:11,2025
10/08/2021 14:30,1988
10/08/2021 15:09,1999
10/08/2021 15:28,2030
10/08/2021 15:48,2024
10/08/2021 16:07,2011
10/08/2021 16:46,2032
10/08/2021 17:05,2031
10/08/2021 17:25,2019
10/08/2021 17:44,2043
10/08/2021 18:23,2042
10/08/2021 18:42,2035
10/08/2021 19:01,2057
10/08/2021 19:21,2066
10/08/2021 20:00,2077
10/08/2021 20:19,2137
10/08/2021 20:38,2102
10/08/2021 20:58,2125
10/08/2021 21:36,2140
10/08/2021 21:56,2167
10/08/2021 22:15,2152
10/08/2021 22:34,2154
10/08/2021 23:13,2156
10/08/2021 23:32,2207
10/08/2021 23:52,2213
11/08/2021 00:11,2204
11/08/2021 00:50,2263
11/08/2021 01:09,2266
11/08/2021 01:29,2256
11/08/2021 01:48,2278
11/08/2021 02:27,2237
11/08/2021 02:46,2270
11/08/2021 03:05,2236
11/08/2021 03:25,2237
11/08/2021 04:23,2232
11/08/2021 04:42,2271
11/08/2021 05:21,2257
11/08/2021 05:40,2218
11/08/2021 06:00,2219
11/08/2021 06:19,2215
11/08/2021 06:58,2127
11/08/2021 07:17,2124
11/08/2021 07:37,2080
11/08/2021 07:56,2128
11/08/2021 08:35,2123
11/08/2021 08:54,2101
11/08/2021 09:13,2030
11/08/2021 09:33,2038
11/08/2021 10:11,2012
11/08/2021 10:31,2058
11/08/2021 10:50,2029
11/08/2021 11:10,2066
11/08/2021 11:48,2042
11/08/2021 12:08,2029
11/08/2021 12:27,2033
11/08/2021 12:46,2024
11/08/2021 13:25,2039
11/08/2021 13:44,2094
11/08/2021 14:04,2062
11/08/2021 14:23,2084
11/08/2021 15:02,2058
11/08/2021 15:21,2025
11/08/2021 15:41,2026
11/08/2021 16:00,2030
11/08/2021 16:39,2019
11/08/2021 16:58,2043
11/08/2021 17:17,2036
11/08/2021 17:37,2074
11/08/2021 18:15,2065
11/08/2021 18:35,2059
11/08/2021 18:54,2046
11/08/2021 19:14,2061
11/08/2021 19:52,2076
11/08/2021 20:12,2100
11/08/2021 20:31,2098
11/08/2021 20:50,2122
11/08/2021 21:29,2121
11/08/2021 21:48,2071
11/08/2021 22:08,2074
11/08/2021 22:27,2104
11/08/2021 23:06,2084
11/08/2021 23:25,2096
11/08/2021 23:45,2105
12/08/2021 00:04,2224
12/08/2021 01:02,3705
12/08/2021 01:21,4172
12/08/2021 02:00,3069
12/08/2021 02:20,2285
12/08/2021 02:39,2318
12/08/2021 02:58,2295
12/08/2021 03:37,2260
12/08/2021 03:56,2250
12/08/2021 04:16,2204
12/08/2021 04:35,2143
12/08/2021 05:14,2118
12/08/2021 05:33,2140
12/08/2021 05:52,2167
12/08/2021 06:12,2232
12/08/2021 06:51,2140
12/08/2021 07:10,2136
12/08/2021 07:29,2138
12/08/2021 07:49,2088
12/08/2021 08:27,2058
12/08/2021 09:16,2038
12/08/2021 09:54,1996
12/08/2021 10:14,2023
12/08/2021 10:33,2013
12/08/2021 10:52,2020
12/08/2021 11:31,2000
12/08/2021 11:50,1977
12/08/2021 12:10,2002
12/08/2021 12:29,1995
12/08/2021 13:08,2053
12/08/2021 13:27,2068
12/08/2021 13:47,2065
12/08/2021 14:06,2016
12/08/2021 14:45,2014
12/08/2021 15:04,2022
12/08/2021 15:23,1992
12/08/2021 15:43,1984
12/08/2021 16:21,1989
12/08/2021 16:41,2030
12/08/2021 17:00,2039
12/08/2021 17:20,2045
12/08/2021 17:58,2055
12/08/2021 18:18,2046
12/08/2021 18:37,2070
12/08/2021 18:56,2054
12/08/2021 19:35,2065
12/08/2021 19:54,2095
12/08/2021 20:14,2133
12/08/2021 20:33,2159
12/08/2021 21:12,2159
12/08/2021 21:31,2173
12/08/2021 21:51,2210
12/08/2021 22:10,2190
12/08/2021 22:49,2215
12/08/2021 23:08,2235
12/08/2021 23:27,2197
12/08/2021 23:47,2176
13/08/2021 00:25,2181
13/08/2021 00:45,2148
13/08/2021 01:04,2204
13/08/2021 01:23,2347
13/08/2021 02:02,4136
13/08/2021 02:22,3169
13/08/2021 02:41,2735
13/08/2021 03:00,2396
13/08/2021 03:39,2230
13/08/2021 03:58,2241
13/08/2021 04:18,2216
13/08/2021 04:37,2227
13/08/2021 05:35,2427
13/08/2021 05:54,2323
13/08/2021 06:33,2259
13/08/2021 06:53,2211
13/08/2021 07:12,2208
13/08/2021 07:31,2172
13/08/2021 08:10,2168
13/08/2021 08:29,2167
13/08/2021 08:49,2189
13/08/2021 09:08,2161
13/08/2021 09:47,2126
13/08/2021 10:06,2140
13/08/2021 10:25,2139
13/08/2021 10:45,2087
13/08/2021 11:23,2056
13/08/2021 11:43,2070
13/08/2021 12:02,2082
13/08/2021 12:21,2094
13/08/2021 13:00,2109
13/08/2021 13:20,2151
13/08/2021 13:39,2180
13/08/2021 13:58,2166
13/08/2021 14:37,2131
13/08/2021 14:56,2125
13/08/2021 15:16,2083
13/08/2021 15:35,2065
13/08/2021 16:14,2076
13/08/2021 16:33,2033
13/08/2021 16:52,2045
13/08/2021 17:12,2009
13/08/2021 17:50,1986
13/08/2021 18:10,1970
13/08/2021 18:29,2026
13/08/2021 18:49,1970
13/08/2021 19:27,1971
13/08/2021 19:47,2009
13/08/2021 20:06,1992
13/08/2021 20:25,2000
13/08/2021 21:04,2022
13/08/2021 21:23,1996
13/08/2021 21:43,2001
13/08/2021 22:02,1998
13/08/2021 22:41,1960
13/08/2021 23:00,2037
13/08/2021 23:19,2027
13/08/2021 23:39,2049
14/08/2021 00:17,2057
14/08/2021 00:37,2049
14/08/2021 00:56,2095
14/08/2021 01:16,2129
14/08/2021 02:14,2117
14/08/2021 02:33,2133
14/08/2021 03:12,2146
14/08/2021 03:31,2106
14/08/2021 03:50,2104
14/08/2021 04:10,2096
14/08/2021 04:48,2111
14/08/2021 05:08,2115
14/08/2021 05:27,2089
14/08/2021 05:46,2154
14/08/2021 06:25,2133
14/08/2021 06:44,2100
14/08/2021 07:04,2111
14/08/2021 07:23,2080
14/08/2021 08:02,2062
14/08/2021 08:21,2073
14/08/2021 08:41,2066
14/08/2021 09:00,2054
14/08/2021 09:39,2047
14/08/2021 09:58,2043
14/08/2021 10:17,2018
14/08/2021 10:37,2091
14/08/2021 11:15,2079
14/08/2021 11:35,2002
14/08/2021 11:54,2022
14/08/2021 12:13,1985
14/08/2021 12:52,1976
14/08/2021 13:12,2031
14/08/2021 13:31,1982
14/08/2021 13:50,2034
14/08/2021 14:29,2032
14/08/2021 14:48,2016
14/08/2021 15:08,2056
14/08/2021 15:27,2018
14/08/2021 16:06,2024
14/08/2021 16:25,2025
14/08/2021 16:44,2023
14/08/2021 17:04,2017
14/08/2021 17:42,2002
14/08/2021 18:02,1993
14/08/2021 18:21,1993
14/08/2021 18:40,1962
14/08/2021 19:19,1960
14/08/2021 19:39,1993
14/08/2021 19:58,1975
14/08/2021 20:17,2006
14/08/2021 20:56,1997
14/08/2021 21:15,2051
14/08/2021 21:35,2023
14/08/2021 21:54,2024
14/08/2021 22:52,2043
14/08/2021 23:11,2096
14/08/2021 23:50,2121
15/08/2021 00:09,2105
15/08/2021 00:29,2125
15/08/2021 00:48,2103
15/08/2021 01:27,2106
15/08/2021 01:46,2116
15/08/2021 02:06,2130
15/08/2021 02:25,2128
15/08/2021 03:04,2170
15/08/2021 03:23,2163
15/08/2021 03:42,2166
15/08/2021 04:02,2183
15/08/2021 04:40,2122
15/08/2021 05:00,2091
15/08/2021 05:19,2096
15/08/2021 05:38,2098
15/08/2021 06:17,2142
15/08/2021 06:36,2069
15/08/2021 06:56,2045
15/08/2021 07:15,2038
15/08/2021 07:54,2083
15/08/2021 08:13,2065
15/08/2021 08:33,2059
15/08/2021 08:52,2078
15/08/2021 09:31,2133
15/08/2021 09:50,2216
15/08/2021 10:09,2195
15/08/2021 10:29,2220
15/08/2021 11:07,2207
15/08/2021 11:27,2263
15/08/2021 11:46,2203
15/08/2021 12:05,2234
15/08/2021 12:44,2215
15/08/2021 13:03,2167
15/08/2021 13:23,2171
15/08/2021 13:42,2181
15/08/2021 14:21,2195
15/08/2021 14:40,2247
15/08/2021 15:00,2301
15/08/2021 15:19,2509
15/08/2021 15:58,2109
15/08/2021 16:17,2060
15/08/2021 16:36,2057
15/08/2021 16:56,2060
15/08/2021 17:34,2109
15/08/2021 17:54,2149
15/08/2021 18:13,2130
15/08/2021 18:32,2106
15/08/2021 19:30,2096
15/08/2021 19:50,2083
15/08/2021 20:29,2074
15/08/2021 20:48,2095
15/08/2021 21:07,2098
15/08/2021 21:27,2109
15/08/2021 22:05,2139
15/08/2021 22:25,2155
15/08/2021 22:44,2143
15/08/2021 23:03,2094
15/08/2021 23:42,2023
16/08/2021 00:01,2066
16/08/2021 00:21,2017
16/08/2021 00:40,2022
16/08/2021 01:19,2038
16/08/2021 01:38,2068
16/08/2021 01:57,2082
16/08/2021 02:17,2084
16/08/2021 02:56,2100
16/08/2021 03:15,2203
16/08/2021 03:34,2416
16/08/2021 03:54,2815
16/08/2021 04:32,2100
16/08/2021 04:52,2116
16/08/2021 05:11,2113
16/08/2021 05:30,2086
16/08/2021 06:09,2096
16/08/2021 06:28,2127
16/08/2021 06:48,2076
16/08/2021 07:07,2112
16/08/2021 07:46,2071
16/08/2021 08:05,2091
16/08/2021 08:24,2036
16/08/2021 08:44,2081
16/08/2021 09:23,2118
16/08/2021 09:42,2049
16/08/2021 10:01,2081
16/08/2021 10:21,2049
